Puan,Yorum
0,Körlük kitabindan sonra diğer kitaplarinida okumak istedim ancak kabil iyi bir seçim olmamis kendi adima beğenemedim vasat bile diyemiyorum
1,Yeğenime aldım gerçekten hoş
1,Tavsiye üzerine okudum Kendini okutuyor
1,Gerçek bir hikaye hayatın içinden bir insan yaşadıklarını olduğu aktarmış severek okudum mutlaka okunması gereken gerçek bir hikaye kesinlikle tavsiye ederim
1,Muhammed Hamidullah ı İSLAM IN HUKUK ILMINE KATKILARI adlı eseriyle tanıdım Ozellikle hukukçuların okuması gerekli mesleki gelişim adına faydalı eserleri var
1,Candide mini boy Harika bir kitap
0,Tecavüz efsane bir Mükemmel Herkes tecavüz orasını burasını yırtıyor bayılıyoruz Ne zaman yola çıksak gelsede tecavüz etse diyoruz O derece efsanelerdir kendileri Cehalet Susuyorum Ama hayır susmayacağım susmayacağız Bir kadın saksı değildir Bir kadın mal değildir Alınıp satılamaz Bir kadına tecavüz edilemez Kelime kalmadı yazacak Öyle bir Bu tip kitapları basan yayınlarda satan sitelerden beyin isterim Saygı isterim mantık isterim Bir insanlık göstergesi isterim
0,kitapligima nerden geldi bilmiyorum soyle bi okuyim aldim gitmedi cok basit kacti biraktim
0,Sosyal medyadaki atarlı giderli bol hakaretli kelime topluluklarından kitap yapmışlar Kadın erkek cinsel kimliği sadece küfür varmış erkeklere edilen küfürler kadın üzerinden değilmiş kullanan bir feministlik taslayan bir kitap Ne denebilir Sanatın dalı büyük tehlikede Sinema müzik edebiyat birikimsiz bir kadar yeteneksiz ellerde can çekişiyor Kaliteli okurlar kaliteli izleyiciler kaliteli dinleyiciler dilerim sanatımızı sanatçımızı koruruz
0,Soruların şıkları yok 101 adet soru var Kocaman sayfaya bir adet soru yazmışlar Beğenmedim
0,Okunmamalı İnsandaki algıları dağıtıyor Edebi yetenek dışında yaklaşımını beğenmedim
0,Yorumlara bakarak kitabı satın aldım ancak kitapta yer alan birilerinin bir başkasını korkutunca kendisinin büyük bir korkuyla karşılaşacağı mesajı hoşumuza gitmedi Timsah diğer hayvanları korkutuyor diğer hayvanlar seni bir gün birileri korkutur karşılık veriyor Eden bulur tarzında bir yaklaşım söz konusu Okul öncesi dönem anlamlı bir mesaj içermesi beklentimdi
0,Hukuk fakültesi degil adalet öğrencileri icin tavsiye edebileceğim bir kitap
1,Oldum olası bilim kurgu romanlarını sevmişimdir Bu kitabın bendeki yeri ayrı
0,Okuduğum birçok ezoterik kitap arasında gizli şartlanmalar içerdiğine inandığım bir kitap Mistik gelişim dinleri harmanlayıp sembolik dilini çözerek gerçekleşir Din yandaşlığı değil
0,Yüksek beklenti aldım ancak beklentimi bulamadım Özellikle Almanya sosyal hayatından izler aradım lakin fazla bulamadım
1,Bütün samimiyetimle söylüyorum kitap güzel Anlaşılması üzerine yazılmış bir kitap
1,Mükemmel bir yorumla anlatılan harika bir kitap Uzun zamandır çıkmasını bekliyordum ayrıca Dünya Emekçi Kadınlar Günü nde çıkması ayrı bir anlam katmış
0,kişisel gelişim kitabı Hayattaki olumsuz olayı içselleştirmeyin tavsiyesi veriyor
0,kitabın dış tasarımı güzel olsa iç kurgusu hikayesi çekici degil sıkılarak okudugum bir kitap
0,Almadan önce merakla içindeki hikayeleri biran önce okuma hissi kitabın yarısına gelince beğenmeme hissine dönüşüyor Son sayfalarını bitsin artık diyerek okuduğum ilginç kitap
0,dolu bir içeriği yok kopuk kopuk röportaj tadında bir kitap
1,Levent arkadaşlarının maceraları bitmek tükenmek bilmiyor
0,İş hukukuna dair üniversitemizde okutulan kitap
0,Çok kısa surede okunabilecek bir kitap beklentilerimi karşılamadı
1,Cüceloğlu nu okumak keyif veriyor
1,Beynimizi korumak neler yapmalıyız masum bildiğimiz ürünler kadar masum değil mi
0,tabi döneme damgasini vurmus bir kisilik fakat onun dusuncelerini goruslerini kadar kotu bir ceviriden okumak size hicbir sey katmayacaktir
1,İs bankasi kultur yayinlari sayesinde tanidigim bir kitap Harika
1,okul toplum arasındaki analizi ustaca ele almış bir kitap
1,Kızım 22aylik sevdiği kitaplardan bir tanesi oskar dediğimde koşarak getirir oku der
1,siteden topluca farklı kitaplarda almıştım hangisine başlasam karar veremediğim bir günde kitabı elime aldım ilk sayfadan itibaren beni kadar zorladı Sonra okumak kenara ayırdım Bilinç akışı yöntemi kullanan bir yazar Bundan dolayı bilemiyorum beni zorlayacak bir yazar kitaba başlarken yazar hakkında bilgileri okuduğumda nehire atlayıp intihar ettiğini öğrendiğimde oldukça şaşırdım
1,20 aylık oğlumla kitabı Serinin diğer kitabını eğlenerek severek okuyup oynuyoruz
1,Günümüz gerçeklerini ironik bir dille güzel anlatmış Şeyma hanım Kesinlikle tavsiye olunur
0,Abartılmış bir kitap eski dil sosyete konuşmaları yoruyor
1,Konusu oldukça dikkat çekici Serinin 2 kitabı
1,Toplum baskısıyla ilgili mükkemel kitaplardan
1,ömer lütfi mete keşke sadece şair olsaymış Allah rahmet eylesin
1,Kitabı okudum İçerik olarak oldukça zengin argümanlari detaylı şekilde incelemiş Önermeler mantığı üzerinden yazmış savlarini Ancak bazen yaptigi geri dönüşler kafa karıştırıcı olmus Onun disinda harika bir kitap ikinci cildini keyifle okuyacağımı düşünüyorum
1,Virginia Woolf un elestirmen tarafi bende tam anlamiyla hayranlik uyandirdi Kadinlarin edebiyattan yuzlerce yildir mahrum birakilmalarindan kaynaklanan 19 yy romanlarindaki cinsiyet etkisini cok orjinal tespitlerle analiz ediyor Diger taraftan kadinlarin Eski Yunan dan yana bircok kulturde gercek yasamda gorunmesinin temsilinin soz konusu dahi olmamasina ragmen Yunan tragedyalarindan Shakespeare in oyunlarina nice yazinsal eserde erkekle esit tutulmasini sayesinde uzun uzun dusunecegim
1,kesinlikle siddetle tavsiye ederim kafes kitabi kadar harikaydi tek solukta okudum
1,resimleri akıcılığı bakımından hoşumuza gitti teşekkürler
0,Açıkcası merak ederek almıştım lakin beklediğim maneviyatı yakalayamadım Çok tasavvufi bir yanı yok dil sade anlaşılır
0,Bütün yorumları okudum Doğrusu şaşkınım Ben liseye giden çocuğum almıştım Kitap kalite anlamında güzel Lakin dili tam bir hayal kırıklığı Ben iddia ediyorum sözde olumlu yorum yazan kültürlü arkadaşlarımızın çoğu okuduklarını bile anlamamışlardır Şöyle güzel böyle güzel insanlara kötülük ediyorsunuz Ömer Seyfettini edebi anlamda tartışmak haksızlık olur dili ağır Bu kadar açık net Günümüz Türkçesiyle tekrar aynı kalitede basılmalı
0,mükemmel olduüğunu düşünmüyorum ilk kitap biraz iyiydi
1,paulo coelho nun diğer kitapları akıcı dille yazılmış bgüzel sonu merak uyandırıcı bir roman
1,Kürk Mantolu Madonna güzel etkileyici bir kadının portresinin önünde başlayan yıllar sonra kara kaplı bir defterin satırlarında son bulan sarsıcı bir başyapıt
1,Okumaya yeni başladım ara yarısına geldim anlayamadım merak içinde sayfaları çeviriyorum Yazarın okuduğum ilk kitabı akıcı anlatımı konuya hakim olamamızı sağlaması diğer kitaplarını alacağımın garantisini verdi
0,Güzeldi sevemedim Psikozlar vardı Kafamda bolca soru işareti bırakan bir kitap
1,Liverpool efsanedir sorusunun cevabı Asla yalnız yürümeyeceksin
1,Polisiye gerilim ktaplarını seviyorsanız mutlaka okumalısınız Harika bir kurgusu var Soluksuz okunan aksiyonun son sayfaya kadar eksilmediği mükemmel bir kitap
1,Kitabın kapağı dikkatimi çektiği aldım bakalım kitap beni hangi alemlerde gezintiye çıkaracak
1,Akıcı yormayan bir kitap Rahatlıkla okuyabilirsiniz
0,Dili tam bana göre olmasa sonuna kadar kendini okutan bir kitap
0,Tavsiye üzerine aldım Sonuna kadar okudum ancak sıkıldım Bütün kitap Kundaklama Yan Yüzükoyun yatırma Şşt sesi Sallama Emme üzerine aynı konular sürekli tekrarla yazılmış Özetle max 40 sayfa sürer
0,Keşke milena nin mektuplara karşılığı olsaymis Belki kitap anlam kazanırdı
1,İndirimde iken kararsız bir şekilde aldığım sonra iyi almışım dediğim sürükleyici kitap
1,Oğlum 5 denemeyi bir günde tamamladı Hem büyük bir zevkle Biraz zorlaşan başka kitaplarda oluşturulabilir
1,Gezmeden önce okunması gereken yardımcı kitap
1,faydalanması gereken bir eser olmuş emeği geçenlerde Allah razı olsun
1,karakterler üzerinden yapılan toplum eleştirisi oldukça başarılı
1,Yazarın cok severek okuduğum kitaplarından
0,pek detay içermiyor kaynak olarak kullanılmaz özetin özeti tavsiye edemeyeceğim
1,çocuklara gerçek hayatın televizyon izlemekten eğlenceli olduğunu anlatmaya çalışan bir kitap beğendik
0,Okuma gurubu kitabı olduğu alıp okudum Nasıl ödül almış yazar dedirtti Beğenmedim İnce bir kitap olması rağmen zor bitirdim
0,bilgi içerikli bir kitap onun dışında vizeler gerekli
0,Okunulabilir farklı bir düşünce kitabı
0,hikayeler kısa sayfadaki kitaba 14 hikaye sığdırmak yerine bir tane hikaye basılabilseydi bence iyi olurdu
0,beni sarmayan bir serinin son kitabı evet benim yavan kaldı maalesef beklentimin altındakaldı
0,hiçbir tarihsel değeri olmayan hezeyan safsata külliyatı
1,Ön sözündeki sözler güzel yorum Fazla iddialı görünmekten çekinmemiş olsaydık kitaba Tarih Felsefesine Giriş alt başlığını verirdik Çünkü denemenin anlamı budur yine farkla eser tarihi olayın spekülatif çözümlemesiyle hareket etmek yerine tarih in belli bir şeklini bilmesine rağmen tarihi göz önünde bulundurmamakta inat eden arkaik toplumların temel görüşlerini sorgulayacaktır
0,Kapağı sayfaları kaliteli içeriği beni tatmin etmeyen kitap Kitap ilgili büyük eleştireceğim husus farklı yazar görüşten derleme kitap olması Konu bütünlüğü yok daldan dala atlayan bir konu örgüsü var beni açmadı açıkcası
0,ihyanın özeti baskı mizanpaj kötü
0,Kendisini bir nefeste okutan kitaplarından sonra aynı yazar yazmış demedim değil Karakterlere hikayeye bir türlü alışamadım Başlarken beklentinin yüksek olması etkiledi tabi
0,kitapta Ebuzer tamamen istismar malzemesi olarak kullanılmış başta Hz Osman olmak üzere Hz Ebubekir Hz Ömer Hz Muaviye Hz Aişe kötülenmiş sahabelere şia ağzıyla sürekli hakaretler tekfirler edilmiş kitap kendi içinde tutarsızlıklar barındırıyor ibn Avf ölünce miras olarak bin at bıraktı diyor 2 sayfa sonra yüz at bıraktı diyor zübeyr 75 milyon dirhem nakit para bıraktı diyor 300 tondan fazla gümüş eder tarihte bunca gümüş elde edilir nakit olarak barındırılır kötülediği sahabeye binlerce köle cariye isnad ediyor dönemde medine nufusunun durumu belli iken kadar sallamanın manası tarihi vakaaya bile uymayan iddialar
1,Murakami kitaplarının çoğunluğunu okumuş birisi olarak bayıldım Bir sonraki sayfaya geçmeyi kitabı bir an önce bitip sonunda olacağını görmeyi heyecanla bekliyorsunuz
0,Eh işte Zaman zaman hikayeden koptum okurken
0,Malesef ben beğenmedim Yazılış tarzı kötüydü okurken sıkıldım Ayrıca genç yetişkin kategorisinde bir kitap olmasına rağmen fazla 18 sahne vardı okumak isteyenler belirtmek istedim
1,bir çırpıda okunuyor sürükleyici etkileyici
1,Elimden bırakamayıp bir yandan bitmesin dediğim nadir kitaplardandı Nefes muhteşemdi
1,İlginizi çeken bir konuysa başlangıç güzel bir kitap
0,Alana ilgisi olanlar rahat okuyabilir akademik bir kitap
1,Seride sevdiğim yazar Hüseyin Rahmi Daha önce okumamış olmanın pişmanlığını yaşıyorum Efsuncu baba Mürebbiye Kuyruklu Yıldız Altında Bir izdivaç Gulyabani Hepsi güzeldi Ama kitap kesinlikle yazarın sevdiğim kitabı oldu Mutlaka tavsiye ediyorum
0,Hiç beklediğim çıkmadı Daha günlük okuyor gibiydim Bir genç kız tecavüze uğruyor kızın yaşadıklarıyla travmasıyla kimse ilgilenmiyor Konu açısından bakıldığında beklenenle kitapta olan farklıydı Ergenlerin durumda takındıkları tavır koca bir kasabanın göz ardı etmesini okuduk Kitap bence sonlara doğru beklenti karşılar hale geldi bitişi yarım kalmışlık hissi uyandırdı ben pek sevmedim Beklediğim çıkmadı
0,ürün bilgilerinde kuşe lağı yazıyor kesinlikle alakası yok bildiğiniz normal kağıt alacakların bilgisine
1,mükemmel bir kitap elimden gitmesin istedim sinirlenip hemde mutlu oldum seni içine alıp götüren bir kitap
0,öğrenmek okuyacaksanız başka kitaplar okuyun
0,fortune 500 listesindeki şirketlerin iniş çıkışlarını değerlendirmiş odaklanmanın gücünü anlatmış ancak şirket milyar dolarlık olunca ülkemizdeki ilk 3 şirketin okumasında fayda var
0,Olaya bir türlü giriş yapamadım O yüzden beğenmedim
0,wattpad yayınlanan hali başarılıydı Kitap halini alınca dili basitleşmiş mizahi yönğ azalmış
0,beklentime cevap alamadım hastalıkların teşhisi aldım bana yetersiz gereksiz geldi ayrıca göz fotoğrafları siyah beyaz renkli olsaydı biraz anlaşılabilirdi
1,Gülce şiirini Serdar Tuncer güzel yorumluyor tavsiyemdir Gülce kadar etkileyici neredeyse bütün kitabı tek başına doldurmuş
1,Halide Edip liseden beri sevdiğim bir yazardır Ancak kitabı bana diğer kitapları kadar güzel gelmedi Yine benim sevdiğiniz yazarın bütün kitaplarını alıp okuma isteğiniz varsa alın
1,Kitap beklentimin aksine oldukça akıcı hareketli ilerledi Kolay anlaşılabilir okunabilir bir eser Hikaye beklemediğim kadar sürprizlerle doluydu Tavsiye ederim
0,Yazarın zaman zaman konferans toplantı seminerlerden derlenmiş bir kitap Güzel düşünceler var 11 Ekim 2019 Hasan Ballı Erzurum
0,Kitabı beklediğim bulmadım Kitap fazla yüzeysel bahsetmişti bilgi ihtiyacını karşılayacağını düşünmüyorum Bu konu başka kitapların faydalı olacağının kanısındayım
0,Çok karamsar bir yazar Bana hitap etmedi
1,YAZARIN FAZLA BİLİNMEYEN DEĞERLİ BİR BAŞKA ESERİ
0,4 yaş kızımın dikkatini çekmedi malesef
1,Rasim hoca değerli bir yazar
0,Kitap bir türlü temin edilemiyor 1 haftadan fazladır sipariş ettim Ama sırf kitap yüzünden böyle uzadı Kardeşim madem temin edemiyorsunuz stokta yok deyin sipariş etmeyiverelim
0,İlk kitabı kurucunun kuzı güzeldi Bu kitap ilkine göre durağan ilerliyor Ama yine kitabın sonunu merak edenler okunabilinir
0,Çok methedildi olumlu yorum yapıldı maalesef neyinin kadar beğenildiğini anlayamadım Bizim insanlarımız acı vahşet okuyunca beğeni derecesi mi artıyor onu anlamadım Akıcı desen akıcı değil iç karartıcı ruh daraltan bir konu Bu tarz acı hikayeleri okuyamıyorum artık Lütfen konular yazılmasın ciddi olarak çoğaldı sayısı Bir yazar okuyucuyu kadar bunaltabilirim i denemiş bence Resmen adı kitap
1,Öncesinde arkadaşıma hediye aldığım sonrasında merak edip okumaya karar verdiğim kitap Yazarla tanışma kitabım olacak
1,KISIM İÇİN ALIYORUM ÇOKBEĞENDİ
1,Anton Çehov un 6 Koğuş unu okumuştum Bunu beğeneceğimden eminim
0,Beklediğim değildi basta cok uzun bir süre konferans ilgili şeyler anlatıyor geri kalan kısmında diksiyona faydalı olacağını sanmıyorum bir telaffuz konuşma probleminiz varsa kitap size göre değil bi belli bir seviyede olup geliştirmek isteyenlere göre bir kitap
1,En güzel hikayeyi bir Allah dostunun kaleminden Kuran ışığında okumak isterseniz buyurun fırsatınız
1,Okçulukla ilgisinden ziyade batılı bir akademisyenin hikmet arayışında içinde yaşadığı kültürün yük olduğunun öğrenmek yıllarını harcadığının hikayesi olarak okunmalı İnsanın kendisini doğanın akışına teslim edebilmeyi öğrenmesinin serüveni Beyninin zihninin bir yeteneklerle bahşedilmiş olduğunun hikayesi
0,günlük hayatımızda sıkça karşılaştığımız konular üzerine yazılmış görgü kuralları kitabı meraklılarına hitap ediyor
1,Klasik Nureddin hoca diliyle akıcı açıklayıcı bir kitap
1,Tarihimizi öğrenmek kesinlikle tavsiye edeceğim bir seri kitaplığınızda mutlaka olmalı
1,gayet iyi yardımcı olan bir kaynak
1,Sorular kaliteli limite güveniyorum
1,Özellikle endüstri mühendisliği okuyanlara tavsiye
1,Gerek ösym tipi sorularıyla gerek çözümleriyle sınavdan önce çözülmesi gereken iyi bir kaynak
0,Popüler romanlardan uzak durun bir kitabın değerini belirleyen zamandır
0,Olumlu yorumlar görünce aldım Hikayeye kötü diyemem bir son olmayan kitaplardan dolayısı okurken son bir final bekleyenler hayal kırıklığı oluyor
1,edebi kalitesi yüksek güzel bir eser
0,Kitabın içeriği hakkında yoruma gerek yok ancak çevirmen Bahadır Sina Şener fecaat bir iş yapmış Çoğu yerde acemice cümle kurguları kelime seçimleri var kitabin dili eserin içeriğine göre ağır değil fakat tercüme akıcı okumayı imkansız hale getirmiş Mümkünse orijinalinden başka bir çevirmenden okuyun
0,Bu kitap satmış anlamadım yabancıların aşk anlayışı farklı Okuduğum zaman boşa gitmiş hissediyorum
1,Çok güzel dualar ihtiva eden kıymetli bir eser
1,Türk kahvesi hakkında çokça bilgi resim içeren güzel bir koleksiyon kitabı Altı üstü bir fincan kahve demeyin sonra üzülürsünüz harika kitap
1,Macera dolu bir kitap İçerisindeki resimlerde güzel olmuş
0,ilk kitabını okudum seriye devam etmeme kararı aldım
0,Boş laf hikaye dinlemek isteyenler alabilir seri dahil
0,Çocuklara özellikle 15 yaş altına okutulmaması gereken bir yazar
0,Beklentileri karşılamıyor Ben okunmasa olacağı kanaatindeyim
1,Tüm uluslararası ilişkiler öğrencilerinin okuması gereken bir kitap kitap genellikle farklı makalelerden oluşmaktadır kişiye olaylara bakarken farklı perspektifler kazandırmaktadır
0,Okurken keyif aldım fakat sonrasında düşündüğümde okumasam olurmuş dediğim bir kitap Maalesef böyle yazarlar kaliteli edebiyat ortaya koyamıyor
0,içine çekemeyen bir kitap
0,Aynı olayları tekrar tekrar yorumlanmış pek iç açıcı olmayan bir kitap
1,üç nasihat hikayesi beni etkiledi Diğer hikayelerde okunur güzel
0,bir izlenim türlü ince ucu tepki olarak oluşturdun tıpkı gerçekliği ona yakın olduğun zamanda güzel söylediğin
1,Anlatımı sade akıcı Herkesin ürettiği bahanelere karşı Allah ı bilmenin anmanın önemi yerinde anekdotlarla açıklanmış bir eser
1,Seri in ilk kitabı başladık Mükemmel bir kitap
0,Teması bile işe yarar ana dili kaba 8yaşındaki bir çocuğa bunu okumayı tercih etmem
0,kargoyu bedavaya getiren ürünlerden olduğu aldım satranç kitabı dışında maalesef zweig ı bir türlü beğenemedim
0,Bu kitapta yazılanların bilimsel bir değeri kalmadı artık psikoloji tarihini öğrenmek alınabilir ancak
1,İçeriğinin çarpıcı olacağını tahmin ederek almıştım Yanılmamışım Mesele sadece grip değil İyi kitap
1,Matematikten artık korkulmamasını sağlayan kaynak
0,Kitabın adı tadı yok Havada Uçuşan pek konu var ayakları tam yere basmıyor
0,Dili üslubu yavan geldi Bir Sepetçioğlu üslubu zenginliği malesef yok Arkaik kelimelere yer vermemiş Babür ün Hindistan seferi üzerine bir bilgi yok Asıl mesele Hindistan
0,Bu kitaba para vermeden önce Galiyev in ateist olduğunu göz önünde bulundurun Ayrıca Galiyev İslam değil Türklük mücadele etmiştir
0,kitap fena değil ancak sayfaları eksik basılmış fazla sayfası
1,Kitabı kardeşime almıştım oysa benimde ufaktan bir resim yeteneğim olduğundan kitaptan yararlanarak büyük bir faydasını gördüm Meraklı olanlara tavsiye ederim
1,Çocuklarımızın kavramları görsel olarak algılayıp hayatında gerekli olan davranışlarını sergilemesinde yardımcı olacak bir kitap olduğunu düşünüyorum
1,15 Temmuz gecesi gerçekleştirilen hain kalkışmanın anlaşılması tekerrür etmemesi adına okunması gereken bir kitap olduğunu düşünüyorum
0,ilk iki kitabın ruhunu kitapta bulamadım
1,Hayati İnanç hocadan nakil Abdulhakim Arvasi hz buyurmuştur kitap aşk yazılmış okuyan Rasullullaha aşık olur
1,emre dorman başka söze gerek yok
1,PUANLARIMLA ALDIĞIM EN ZARİF HEDİYE
1,edebiyatimizin guzidelerinden
1,Gerçekten okuduğum iyi kitaplardan biriydi akıcı ilginç somut soyut geçişler samimiyetle beğendim
1,Eğitici bir kitap mutlaka okunması gerekenlerden
1,Usta yazarın kaleminden Mevlana Okunması gereken bir eser
0,taraflı eksik olsa bir dönemi bilmek isteyenler
1,19 Yy siyasi tarihine ışık tutan bir eser
0,Kitapta konu edilen vakaların tümü yurt dışından Ben sipariş verirken Türkiyeden vakaların yer alacağını düşünmüştüm Ayrıca tip olaylarda polisin çözüme ulaştığını merak eden okuyucular kitap yerine NIGEL McCRERY nin NTV Yayınlarından çıkan ÖLÜLER SIR SAKLAMAZ adlı kitabı okumalarını tavsiye ederim
0,Kitapyurdu olarak kitaba bir genel bakış koysanız üzeri okunabilen bir fotoğraf koysanız bir inceleyebilsek
1,İlgilenenler nimet
0,Tamamlanmamış bir taslak çalışma muhtemelen ölümü sonrasında tamamlanmamış olmasına hatta eksik sayfaları olmasına bakılmaksızın yayımlanmış Sanki benim hissettiğim Kafka taslaktan hikayeden memnun kalmayıp tamamlamayacaktı
1,bir anadolu gerçeği kadar güzel anlatılamazdı
1,Aynı Korkar Kırmzı Başlıklı Kızdan kitabı klasik masallardan farklı ironi yapılmış hoş bir kitap
0,Çok beğenmedim sorularını
0,Çocuklar kitabı seviyor Ancak alırken yaş aralığına dikkat etmenizde fayda olacağınız düşünüyorum
1,Bu roman beğendiğim 5 Grisham romanı oldu Jüri Şirket Pelikan Dosyası Çınarlı Yol dan sonra
1,Kızım seriyi sevdi Bence orjinal Tavsiye ederim
1,5 çayına pratik çözümler arayanlara öneriyorum mutlaka murfakta olması gereken bir kitap
1,Acıyı bal eyleyen bir coğrafyanın çığlığı
0,çevirisi berbat konular anlaşılamıyor tıpkı Aytaç ARMAN filmleri
0,Tavsiye etmem Büyü kitabından farksız Ayrıca kitabın yarısı diğer kitaplarının aynısı neredeyse
0,fazla zeus üstüne yazılmış yunan mitolojisinin doğuşunu anlatan bir kitap
0,Adı yanlış konulmuş bir anlayıştır tarihselcilik Kur an ı tarihe gömmek değildir hak ettiğini tekrar Kur an a vermektir tarihselcilik Her akımın temeli Kur an dır sözde mezhep Kur an dan beslenir keza tarikatlar Nasıl bir kitaptırdır soruna çözüm üretir Bilim çıkarmaya çalışanlar bir tarafta elinde hesap makinesiyle 19 a takılanlar bir tarafta Kur an sadece sadece ahlak vicdan kitabıdır
0,Cümleler uzun kitap okumayı seven olduğum halde cümlelerin uzunluğu beni rahatsız etti virgül bağlanmış 5 6 satırlık cümleler var yazarın kitaplarında genel olarak Çizimlerde çocukların ilgisini çekebilecek kadar değil bence Koca bir sayfada dev Bir bulut var mesela tamamı bembeyaz kar olan bir sayfa var ilgi çekici olduğunu düşünmüyorum nedenle
1,blog sayesinde tanıdığımız tereddüt etmeden aldığımız uygulanması zor olmayan fakat bir kadar lezzetli tariflerle dolu
1,Michael Ende yazsa okurum iyi
0,teori kısmı ağır Ansys kullanımına yönelik bir eser arıyorsanız uzak durun
1,Yolcu yolunu bulmalı amacına ulaşmalı
1,Aziz Nesin in kitabı masal olmasına rağmen aynı zamanda eğitici bilgilendirici
1,Ulu Hakan Mekanın Cennet olsun
1,kitabı okurken alternatif olduğu unutulmamalı güzel faydalı bir eser
1,kitaptan azami derece faydalanacağınızı umuyorum kitaptaki örneklerden yaşanan krizlere çözümlendiği özümsenirse bir sıkıntının aşılacağını düşünüyorum
0,Bacon ele aldığı konuları hristiyanlık penceresinden incil üzerinden yorumlayarak bir çeşit incil açıklaması yapmış kitabın adı denemeler olsa bile hayata dair hayatın içinden konulardan dinsel çatışmalar islam dinine hakaret özellikle hristiyanlığın çıkarları adına alması gereken tavırları kendi felsefesiyle harmanlamış örneğin kitaptaki üçüncü bölüm olan dinde birlik üstüne konusunda dönemin hristiyanlık anlayışının içindeki farklı görüş sapkın inançlarının ortaya koyduğu sesliliğin hristiyanlığa zararlarına değiniyor islam dinine hakaretler sıralıyor sık sık kimi zaman paragrafta incilden alıntılar yapıp sırtını dine yaslayarak konuların felsefi mantıksal derinliğine inmek tam Bacon tarzı olsa gerek şahsen bir insana düşünsel boyutta hiçbir katkısının olmayacağına inandığım bir kitap tabi dönemin hristiyan anlayışına Bacon ın hristiyanlık yorumunu incelemek isteyenler hariç
0,dolu bir eser değildi açıkçası
0,Mevsimler kitabını sevdik almıştım bunu beğenmedik
0,Seviyesi çocuklara göre
1,Rıza Nur un yazdığı eserle beraber okuduğunuzda Turgut Özakman ın kadar tarafsız objektif yazdığını anlayacaksınız Kitabı okuduktan sonra Rıza Nur u kaynak gösterip karşı tarih oluşturma derdinde olanların kadar gülünç duruma düştüklerini anlayabiliyorsunuz
0,Bir gece radyo programında duydum yazarın adını Bu kitabından bir bölüm okumuştu anne ölümü ilgili Ancak beğenmedim
0,Büyük bir hayal kırıklığına uğradım Alacaklar pek umutlanmayın
1,Anlatımıyla kurgusuyla harika bir kitap Sanırım herkesin kitaplığında olması gerekiyor
0,Yazarı tebrik ediyorum 25 tl yi boşa harcayabilirsiniz e dair başarılı bir çalışma olmuş
1,En sevdiğim filmin kitaplarını okumak gerçekten sabırsızlanıyorum Seri olarak çevirisini tamamlayan Pegasus yayınlarına kadar güzel indirimle seriye ulaşmamızı sağlayan kitapyurduna minnettarım
1,Canan Karatay ın sözlerini destekler nitelikte bir kitap Daha nörolojik hastalıklar açısından tahılların gluten şeker zararlarını anlatmış
1,bayılıyorum bölümlerin birleşerek gidip sonunda toparlanarak sadete gelindiği tarzda yazılmış kitaplara tabi akıcı olduğu zaman bölüm e artık varacaksan var artık diyorum bir yandanda bitmesin istiyorum çevirmenin gözlerine beynine emeğine sağlık başka bir dili böyle çevirmekte güç fakat böyle kaliteli romanları asıl dilinden okuyabilmek istiyorum
0,seriyi sevemedim
1,Çocuk kitabı yetişkinler okuyabilir Çok eğlenceli
1,Elimden bırakamadığım manga serisi
0,tevekkülü ince ince işlemiş Ataullah İskenderi hazretleri
0,Okumadanız bir kaybetmezsiniz Akademik bir çalışma değil yazar kendi eğlencesini bizimle paylaşmak istemiş
0,kafesten sonra gelen iki kitabıda okudum kafesin çıtasını aşmaya çalışmış yanına bile gelememişler bence Kitap fazlasıyla yordu beni bir kitapsever olarak yinede okudum
0,Çok taraflı bir kitap olmuş objektif bir yazı bekleyerek sipariş vermiştim Ateist bir kimliğe sahip olmama rağmen bir dini eser okumuşumdur fakat biraz bayık bir üslup var gibiydi heyecan uyandırmadı
0,Drama kursunda ilk masal olan Yedi Cücesi Olmayan Bir Pamuk Prenses masalının bir kısmını okuyup bize olsaydınız masalı tamamlardınız şeklinde bir drama yaptırmışlardı Oradan merak edip aldım kitabı Fakat beni etkilemedi Okurken sıkıldım Dünya görüşlerime aykırı durumlar var vs vs
0,iktisat bilmeyenler anlayabileceği iktisatçı olamayacağı bir kitap iki kişi arasında geçen mikro makro uluslararası iktisat hakkında konuşmalar yüzeysel anlatılmış iktisadi matematik
1,Stefanı sevdirecek güzel kitabı O korkuyu birebir yaşıyorsunuz İyi stefan
1,önemli bir akademik eser
0,Cevirmen cevirdegi kitabi hic okumamis kitap yazim hatalari cumle dusukluguyle dolu
0,japon bir araştırmacı tarafından yazılmış kendisini konuda yazmaya iten sebepleri anlayacak kadar uzun okuma sabrını gösteremedim doğrusu
1,Da Vinci den güzel yansımasımalar
1,DGS tam istediğim bir kitap tasarı yayınlarının bütün kitaplarını severek kullanıyorum
0,Okunmaması bir kaybettirmez
1,Zannetme sana kabuğunu kır cevap vereceğim O zaman dağılırsın Sakın kabuğunu kırma genişlet kendine mal et kanınla işle canlandır Kabuğun kendi derin olsun
1,halit ziyanin serveti funun donemine ait hatiralarini topladigi guzel degerli bir eser
1,baskısı güzel resimler hoş anlamlı bir kitaptı sevdim
1,Bence güzel bir kitap okuyucuyu merak ettiren bir kitap
